"Date";"Price"
01.02.2021;18.09
02.02.2021;18.21
03.02.2021;17.93
04.02.2021;18.04
05.02.2021;18.41
08.02.2021;19.76
09.02.2021;19.23
10.02.2021;18.59
11.02.2021;17.55
12.02.2021;17.66
15.02.2021;16.61
16.02.2021;16.84
17.02.2021;16.51
18.02.2021;17.28
19.02.2021;16.58
22.02.2021;15.96
23.02.2021;16.44
24.02.2021;16.44
25.02.2021;15.90
26.02.2021;15.80
01.03.2021;16.23
02.03.2021;15.86
03.03.2021;15.60
04.03.2021;16.01
05.03.2021;16.49
08.03.2021;16.28
09.03.2021;17.06
10.03.2021;17.71
11.03.2021;18.16
12.03.2021;18.45
15.03.2021;18.08
16.03.2021;17.53
17.03.2021;18.19
18.03.2021;17.68
19.03.2021;17.36
22.03.2021;18.15
23.03.2021;18.39
24.03.2021;18.53
25.03.2021;18.38
26.03.2021;18.81
29.03.2021;18.49
30.03.2021;18.88
31.03.2021;19.13
01.04.2021;19.14
06.04.2021;19.84
07.04.2021;19.31
08.04.2021;19.09
09.04.2021;19.06
12.04.2021;19.84
13.04.2021;19.60
14.04.2021;19.78
15.04.2021;20.45
16.04.2021;20.65
19.04.2021;21.11
20.04.2021;21.13
21.04.2021;21.24
22.04.2021;21.38
23.04.2021;19.95
26.04.2021;20.21
27.04.2021;21.58
28.04.2021;21.63
29.04.2021;22.44
30.04.2021;23.39
04.05.2021;23.20
05.05.2021;24.03
06.05.2021;24.40
07.05.2021;24.14
10.05.2021;25.09
11.05.2021;25.83
12.05.2021;26.15
13.05.2021;26.14
14.05.2021;26.84
17.05.2021;26.15
18.05.2021;24.75
19.05.2021;22.65
20.05.2021;24.68
21.05.2021;24.74
24.05.2021;24.74
25.05.2021;26.35
26.05.2021;26.39
27.05.2021;25.05
28.05.2021;25.15
01.06.2021;25.96
02.06.2021;25.73
03.06.2021;25.94
04.06.2021;25.90
07.06.2021;26.65
08.06.2021;27.91
09.06.2021;28.18
10.06.2021;28.28
11.06.2021;27.95
14.06.2021;28.78
15.06.2021;28.11
16.06.2021;28.29
17.06.2021;28.58
18.06.2021;29.58
21.06.2021;29.50
22.06.2021;30.90
23.06.2021;31.44
24.06.2021;32.06
25.06.2021;32.38
28.06.2021;32.35
29.06.2021;33.60
30.06.2021;34.99
01.07.2021;35.78
02.07.2021;35.85
05.07.2021;37.85
06.07.2021;33.68
07.07.2021;32.48
08.07.2021;33.88
09.07.2021;36.93
12.07.2021;34.65
13.07.2021;35.34
14.07.2021;34.23
15.07.2021;33.75
16.07.2021;35.09
19.07.2021;35.74
20.07.2021;35.35
21.07.2021;35.74
22.07.2021;35.68
23.07.2021;35.43
26.07.2021;37.08
27.07.2021;37.44
28.07.2021;39.89
29.07.2021;41.34
30.07.2021;40.65
02.08.2021;42.06
03.08.2021;41.51
04.08.2021;42.29
05.08.2021;43.10
06.08.2021;43.19
09.08.2021;43.34
10.08.2021;44.56
11.08.2021;46.55
12.08.2021;46.00
13.08.2021;44.98
16.08.2021;47.96
17.08.2021;46.78
18.08.2021;44.98
19.08.2021;40.40
20.08.2021;41.70
23.08.2021;42.48
24.08.2021;45.33
25.08.2021;45.48
26.08.2021;45.74
27.08.2021;47.85
31.08.2021;50.53
01.09.2021;49.73
02.09.2021;51.83
03.09.2021;51.58
06.09.2021;52.56
07.09.2021;54.00
08.09.2021;55.34
09.09.2021;56.63
10.09.2021;57.95
13.09.2021;61.41
14.09.2021;66.18
15.09.2021;70.09
16.09.2021;61.09
17.09.2021;65.96
20.09.2021;73.76
21.09.2021;72.90
22.09.2021;70.91
23.09.2021;68.80
24.09.2021;70.36
27.09.2021;77.11
28.09.2021;79.35
29.09.2021;84.55
30.09.2021;89.95
01.10.2021;91.75
04.10.2021;94.30
05.10.2021;116.88
06.10.2021;106.10
07.10.2021;96.60
08.10.2021;84.65
11.10.2021;83.10
12.10.2021;86.18
13.10.2021;93.36
14.10.2021;101.30
15.10.2021;88.93
18.10.2021;90.73
19.10.2021;91.48
20.10.2021;93.98
21.10.2021;87.54
22.10.2021;87.23
25.10.2021;88.25
26.10.2021;88.03
27.10.2021;86.83
28.10.2021;75.38
29.10.2021;64.40
01.11.2021;65.50
02.11.2021;70.70
03.11.2021;79.95
04.11.2021;73.93
05.11.2021;74.21
08.11.2021;78.36
09.11.2021;71.15
10.11.2021;71.44
11.11.2021;74.95
12.11.2021;74.50
15.11.2021;80.64
16.11.2021;94.60
17.11.2021;94.78
18.11.2021;93.99
19.11.2021;87.09
22.11.2021;84.78
23.11.2021;91.38
24.11.2021;93.90
25.11.2021;92.45
26.11.2021;87.53
29.11.2021;93.79
30.11.2021;91.65
01.12.2021;95.30
02.12.2021;92.40
03.12.2021;89.21
06.12.2021;89.35
07.12.2021;95.35
08.12.2021;102.15
09.12.2021;100.20
10.12.2021;104.50
13.12.2021;116.55
14.12.2021;127.55
15.12.2021;129.60
16.12.2021;135.10
17.12.2021;135.30
20.12.2021;146.56
21.12.2021;180.41
22.12.2021;166.10
23.12.2021;126.10
24.12.2021;98.86
29.12.2021;96.00
30.12.2021;84.60
31.12.2021;65.10
04.01.2022;85.30
05.01.2022;94.41
06.01.2022;97.33
07.01.2022;87.34
10.01.2022;84.56
11.01.2022;80.65
12.01.2022;75.10
13.01.2022;84.48
14.01.2022;84.50
17.01.2022;75.73
18.01.2022;79.96
19.01.2022;74.28
20.01.2022;75.73
21.01.2022;79.90
24.01.2022;91.15
25.01.2022;91.70
26.01.2022;90.60
27.01.2022;90.35
28.01.2022;91.15
31.01.2022;84.13
